col1,col2
1982,-19.31
1983,-16.48
1984,-13.93
1985,-10.74
1986,-7.87
1987,-7.08
1988,-4.57
1989,-3.21
1990,-1.99
1991,-0.89
1992,-0.8
1993,-0.72
1994,-0.65
1995,1.21
1996,0.19
1997,1.07
1998,0.97
1999,4.47
2000,5.82
2001,7.04
2002,5.44
2003,3.09
2004,2.78
2005,4.3
2006,6.57
2007,5.02
2008,5.42
2009,7.57
2010,5.02
2011,9.01
2012,6.31
2013,3.88
2014,3.49
2015,3.14
2016,2.83
2017,3.45
2018,4.9
2019,5.31
2020,5.68
2021,2.41
2022,3.07
2023,0.06
2024,3.66
2025,0.59
2026,-3.07
2027,-5.46
2028,-5.81
2029,-3.43
2030,-2.19
2031,-2.87
2032,-5.28
2033,-7.46
2034,-7.61
2035,-8.65
2036,-5.08
2037,-2.78
2038,-0.7
2039,-0.63
2040,-0.57
2041,-4.11
2042,-4.6
2043,-5.94
2044,-5.34
2045,-2.11
2046,2.6
2047,5.04
2048,3.64
2049,1.47
2050,-3.17
2051,-4.66
2052,-2.39
2053,-0.35
2054,1.48
2055,1.33
2056,-0.6
2057,-0.54
2058,-2.28
2059,-0.26
2060,-3.83
2061,-2.55
2062,-2.29
2063,0.64
2064,-0.33
2065,0.61
2066,-2.15
2067,-1.94
2068,-1.75
2069,-0.67
2070,-0.6
2071,-5.04
2072,-3.64
2073,-3.28
2074,-1.15
2075,2.57
2076,2.31
2077,0.28
2078,-0.65
2079,0.32
2080,-0.62
2081,2.15
2082,3.73
2083,5.16
2084,5.54
2085,2.29
2086,-1.54
2087,-4.09
2088,-4.58
2089,-1.42
2090,0.52
2091,3.17
2092,6.45
2093,8.51
2094,7.66
2095,8.69
2096,6.02
2097,7.22
2098,11.9
2099,15.21
2100,15.49
2101,17.54
2102,14.88
2103,17.9
2104,12.51
2105,12.16
2106,4.64
2107,2.38
2108,-0.56
2109,-0.51
2110,-4.05
2111,-8.15
2112,-11.83
2113,-14.25
2114,-14.63
2115,-13.16
2116,-9.15
2117,-10.03
2118,-9.93
2119,-12.54
2120,-13.98
2121,-12.58
2122,-8.63
2123,-5.96
2124,-5.37
2125,-6.63
2126,-7.77
2127,-9.69
2128,-11.42
2129,-13.88
2130,-17.89
2131,-15.2
2132,-10.98
2133,3.62
2134,23.05
2135,53.15
2136,86.53
2137,123.78
2138,146.5
2139,140.85
2140,120.47
2141,74.22
2142,33.5
2143,3.15
2144,-19.67
2145,-31.2
2146,-37.08
2147,-41.47
2148,-49.92
2149,-51.23
2150,-56.01
2151,-51.31
2152,-49.78
2153,-45.7
2154,-44.73
2155,-41.16
2156,-35.24
2157,-31.72
2158,-24.95
2159,-24.25
2160,-21.83
2161,-17.84
2162,-16.06
2163,-14.45
2164,-12.11
2165,-10.0
2166,-11.7
2167,-6.93
2168,-5.33
2169,-3.9
2170,-0.81
2171,-1.63
2172,0.33
2173,-0.6
2174,3.06
2175,0.05
2176,3.65
2177,2.38
2178,3.95
2179,3.55
2180,4.1
2181,5.49
2182,5.84
2183,7.05
2184,9.05
2185,8.14
2186,7.33
2187,4.8
2188,3.42
2189,3.98
2190,6.28
2191,4.75
2192,6.07
2193,5.47
2194,3.12
2195,7.31
2196,7.48
2197,9.43
2198,9.39
2199,4.85
2200,2.56
2201,0.51
2202,-1.34
2203,1.49
2204,2.24
2205,1.12
2206,3.71
2207,-1.16
2208,-2.85
2209,-4.36
2210,-6.63
2211,-5.06
2212,-5.46
2213,-6.71
2214,-6.94
2215,-7.15
2216,-3.73
2217,-2.46
2218,-0.41
2219,-1.27
2220,-2.94
2221,-6.25
2222,-5.63
2223,-5.06
2224,-4.56
2225,-3.2
2226,-1.98
2227,-0.88
2228,0.11
2229,-0.8
2230,-2.52
2231,-0.47
2232,1.38
2233,1.24
2234,2.01
2235,0.91
2236,-0.08
2237,0.83
2238,0.75
2239,0.67
2240,-2.1
2241,-0.99
2242,-0.89
2243,-2.6
2244,-3.24
2245,-4.71
2246,-5.14
2247,-7.33
2248,-3.9
2249,-2.61
2250,2.15
2251,1.94
2252,1.74
2253,-2.93
2254,-3.54
2255,-2.28
2256,-1.15
2257,0.76
2258,2.48
2259,5.84
2260,5.25
2261,2.93
2262,1.73
2263,-2.94
2264,-1.74
2265,-2.47
2266,-0.42
2267,0.52
2268,-2.23
2269,-1.11
2270,-1.0
2271,-0.9
2272,2.79
2273,4.31
2274,5.68
2275,4.21
2276,6.49
2277,6.74
2278,11.47
2279,11.22
2280,11.9
2281,13.41
2282,12.97
2283,15.27
2284,12.84
2285,14.26
2286,6.53
2287,4.08
2288,1.87
2289,-1.01
2290,-5.41
2291,-3.97
2292,-12.57
2293,-12.22
2294,-15.5
2295,-12.15
2296,-10.03
2297,-9.03
2298,-8.13
2299,-10.01
2300,-5.41
2301,-6.67
2302,-6.0
2303,-5.4
2304,-7.56
2305,-6.81
2306,-5.23
2307,-7.4
2308,-12.06
2309,-18.06
2310,-21.65
2311,-21.29
2312,-11.06
2313,4.45
2314,31.0
2315,57.6
2316,95.94
2317,128.65
2318,141.88
2319,136.7
2320,104.13
2321,62.21
2322,26.29
2323,-1.54
2324,-22.98
2325,-33.29
2326,-42.56
2327,-45.5
2328,-49.05
2329,-51.35
2330,-54.31
2331,-54.28
2332,-51.55
2333,-45.5
2334,-40.05
2335,-35.14
2336,-30.73
2337,-25.86
2338,-24.17
2339,-24.45
2340,-24.71
2341,-24.04
2342,-18.93
2343,-14.34
2344,-8.41
2345,-5.77
2346,-4.29
2347,-4.76
2348,-2.48
2349,-2.24
2350,0.69
2351,4.22
2352,3.8
2353,1.62
2354,-0.34
2355,-0.31
2356,0.62
2357,2.36
2358,3.02
2359,5.42
2360,7.58
2361,9.52
2362,9.47
2363,4.02
2364,0.92
2365,-0.97
2366,1.83
2367,4.34
2368,6.61
2369,7.75
2370,3.37
2371,3.94
2372,5.34
2373,6.61
2374,5.95
2375,6.25
2376,2.03
2377,1.82
2378,3.44
2379,4.9
2380,8.01
2381,6.31
2382,4.78
2383,6.1
2384,0.09
2385,1.88
2386,-3.71
2387,-3.34
2388,-3.0
2389,-5.4
2390,-3.96
2391,-4.47
2392,-5.82
2393,-7.04
2394,-6.33
2395,-4.8
2396,-3.42
2397,0.52
2398,-1.33
2399,-3.0
